No.,Time,Source,Destination,Protocol,Length,Info
1791,33.37897,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=86373 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1793,33.380274,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=87771 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1794,33.380274,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=89169 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1795,33.380274,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=90567 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1796,33.380274,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=91965 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1798,33.380694,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=93363 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1799,33.380694,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=94761 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1801,33.380841,2.17.115.10,10.82.126.202,TCP,1452,[TCP Out-Of-Order] 80  >  1975 [ACK] Seq=68199 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1802,33.380841,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=96159 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1803,33.380841,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=97557 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1806,33.381041,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=98955 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1807,33.381041,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=100353 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1808,33.381041,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=101751 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1809,33.381041,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=103149 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1811,33.382112,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=104547 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1812,33.382212,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=105945 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1814,33.382434,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=107343 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1815,33.382434,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=108741 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1817,33.382603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=110139 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1818,33.382603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=111537 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1819,33.382603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=112935 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1821,33.382784,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=114333 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1822,33.382784,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=115731 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1823,33.382784,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=117129 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1824,33.382784,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=118527 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1826,33.383001,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=119925 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1827,33.383001,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=121323 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1829,33.383416,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=122721 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1830,33.383416,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=124119 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1831,33.383416,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=125517 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1832,33.383416,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=126915 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1834,33.384265,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=128313 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1835,33.384265,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=129711 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1836,33.384265,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=131109 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1837,33.384265,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=132507 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1839,33.38439,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=133905 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1841,33.384544,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=135303 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1842,33.385028,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=136701 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1843,33.385028,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=138099 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1844,33.385028,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=139497 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1845,33.385028,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=140895 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1847,33.38519,2.17.115.10,10.82.126.202,TCP,1452,"80  >  1975 [PSH, ACK] Seq=142293 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]"
1848,33.38519,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=143691 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1850,33.385346,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=145089 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1851,33.385346,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=146487 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1852,33.385346,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=147885 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1854,33.385537,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=149283 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1855,33.386164,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=150681 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1856,33.386164,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=152079 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1857,33.386164,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=153477 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1858,33.386164,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=154875 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1860,33.386292,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=156273 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1862,33.386453,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=157671 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1863,33.386453,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=159069 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1865,33.387304,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=160467 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1866,33.387304,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=161865 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1867,33.387304,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=163263 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1868,33.387304,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=164661 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1870,33.387627,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=166059 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1871,33.387627,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=167457 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1872,33.387627,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=168855 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1873,33.387627,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=170253 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1874,33.387627,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=171651 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1876,33.387842,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=173049 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1877,33.387842,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=174447 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1879,33.388049,2.17.115.10,10.82.126.202,TCP,1452,"80  >  1975 [PSH, ACK] Seq=175845 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]"
1881,33.388198,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=177243 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1882,33.388408,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=178641 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1883,33.388408,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=180039 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1884,33.388408,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=181437 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1885,33.388408,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=182835 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1887,33.388655,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=184233 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1888,33.388655,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=185631 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1889,33.388655,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=187029 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1891,33.388983,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=188427 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1892,33.389153,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=189825 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1893,33.389153,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=191223 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1894,33.389153,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=192621 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1896,33.389635,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=194019 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1897,33.389635,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=195417 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1898,33.389635,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=196815 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1899,33.389635,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=198213 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1901,33.389781,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=199611 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1902,33.389939,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=201009 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1903,33.389939,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=202407 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1905,33.390229,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=203805 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1907,33.390351,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=205203 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1908,33.390524,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=206601 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1909,33.390524,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=207999 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1910,33.390524,2.17.115.10,10.82.126.202,TCP,1452,"80  >  1975 [PSH, ACK] Seq=209397 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]"
1912,33.390689,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=210795 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1913,33.390689,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=212193 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1914,33.390689,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=213591 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1915,33.390689,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=214989 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1917,33.391508,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=216387 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1918,33.391508,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=217785 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1919,33.391508,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=219183 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1920,33.391508,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=220581 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1922,33.391639,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=221979 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1923,33.391778,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=223377 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1925,33.395712,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=224775 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1926,33.395712,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=226173 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1927,33.395712,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=227571 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1928,33.395712,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=228969 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1930,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=230367 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1931,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=231765 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1932,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=233163 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1933,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=234561 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1934,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=235959 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1935,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=237357 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1936,33.396104,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=238755 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1938,33.396386,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=240153 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1939,33.396386,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=241551 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1940,33.396386,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=242949 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1942,33.396609,2.17.115.10,10.82.126.202,TCP,1452,"80  >  1975 [PSH, ACK] Seq=244347 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]"
1943,33.396609,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=245745 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1944,33.396609,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=247143 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1945,33.396609,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=248541 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1946,33.396609,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=249939 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1947,33.396609,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=251337 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1949,33.397706,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=252735 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1950,33.397706,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=254133 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1951,33.397706,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=255531 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1952,33.397706,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=256929 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1954,33.398188,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=258327 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1955,33.398188,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=259725 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1956,33.398188,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=261123 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1957,33.398188,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=262521 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1959,33.398412,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=263919 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1960,33.398412,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=265317 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1961,33.398412,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=266715 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1963,33.398668,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=268113 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1964,33.398668,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=269511 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1965,33.398668,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=270909 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1966,33.398668,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=272307 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1968,33.399344,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=273705 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1969,33.399344,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=275103 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1970,33.399344,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=276501 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1971,33.399344,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=277899 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1973,33.39955,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=279297 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1975,33.399849,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=280695 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1976,33.399849,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=282093 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1978,33.4,2.17.115.10,10.82.126.202,TCP,1452,"80  >  1975 [PSH, ACK] Seq=283491 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]"
1979,33.4,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=284889 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1980,33.4,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=286287 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1981,33.4,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=287685 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1983,33.400822,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=289083 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1984,33.401002,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=290481 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1985,33.401002,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=291879 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1986,33.401002,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=293277 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1988,33.40117,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=294675 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1989,33.40117,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=296073 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1990,33.40117,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=297471 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1991,33.40117,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=298869 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1993,33.401361,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=300267 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1994,33.401944,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=301665 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1996,33.402087,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=303063 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1997,33.402087,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=304461 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1998,33.402087,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=305859 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
2000,33.40221,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=307257 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
585,30.849057,2.17.115.33,10.82.126.202,TCP,66,"80  >  1953 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
590,30.85058,2.17.115.33,10.82.126.202,TCP,54,80  >  1953 [ACK] Seq=1 Ack=312 Win=15744 Len=0
594,30.861194,2.17.115.33,10.82.126.202,TCP,1452,80  >  1953 [ACK] Seq=1 Ack=312 Win=15744 Len=1398 [TCP segment of a reassembled PDU]
595,30.861194,2.17.115.33,10.82.126.202,TCP,104,"80  >  1953 [PSH, ACK] Seq=1399 Ack=312 Win=15744 Len=50 [TCP segment of a reassembled PDU]"
